Gene A	Gene B	Probability	True interactions	Common neighbors	Num of neighbors A	Num of neighbors B
YBR170C	YCR072C	0.5474	0	5	249	97
YNL093W	YDR378C	0.5474	0	16	60	858
YMR295C	YPL213W	0.54731	0	17	90	680
YGL233W	YDR028C	0.54703	0	16	255	136
YLR445W	YMR263W	0.54694	0	7	41	581
YHR051W	YHR156C	0.54693	0	10	419	113
YDR252W	YMR112C	0.54683	0	14	88	454
YDR110W	YDL043C	0.54677	0	14	103	312
YJR112W	YLR377C	0.54677	0	6	252	85
YIL144W	YML028W	0.54673	0	70	298	584
YHR083W	YJR141W	0.54615	0	12	94	327
YOR099W	YLR115W	0.54604	0	14	113	522
YPR010C	YGL213C	0.54602	0	12	151	240
YMR283C	YOR359W	0.54602	0	10	112	489
YER167W	YEL007W	0.54594	0	27	242	144
YNL175C	YBR175W	0.54585	0	15	136	326
YIR013C	YPL008W	0.54577	0	5	29	481
YOR330C	YDR061W	0.54573	0	8	157	133
YKL176C	YML088W	0.54566	0	20	292	179
YJR082C	YGL107C	0.54559	0	18	260	223
YOR319W	YHR134W	0.54551	0	14	187	209
YBL017C	YNL020C	0.54533	0	11	200	156
YJR032W	YPL029W	0.54478	0	23	341	213
YPL024W	YDR026C	0.54471	0	16	292	114
YFL036W	YDR009W	0.5447	0	4	269	62
YIR002C	YMR274C	0.5446	0	22	258	173
YJR084W	YLR231C	0.5445	0	10	604	56
YIL128W	YPR112C	0.54427	0	23	283	284
YDR183W	YDR257C	0.54424	0	10	110	76
YBR171W	YLR270W	0.54422	0	24	582	78
YLR016C	YHR107C	0.54407	0	28	110	787
YDR213W	YIL105C	0.54405	0	11	125	149
YLR174W	YIL040W	0.54403	0	16	92	496
YDR142C	YHR191C	0.54392	0	13	77	647
YGL012W	YGL057C	0.54355	0	11	267	165
YMR316W	YHR046C	0.54335	1	5	129	130
YML086C	YGL203C	0.5433	0	10	127	221
YGR033C	YBR109C	0.54314	0	46	170	982
YBR058C	YIR026C	0.54295	0	13	214	119
YKL093W	YHR190W	0.54295	0	6	120	338
YIL106W	YLR324W	0.54286	0	12	314	107
YGL235W	YNR074C	0.54248	0	7	370	60
YBL056W	YFL001W	0.54241	0	19	145	403
YDR176W	YBR150C	0.54239	0	11	164	85
YPL145C	YKR095W	0.54235	0	20	278	310
YIL146C	YGL071W	0.54227	0	20	237	306
YDR060W	YER140W	0.54172	0	14	438	109
YLR095C	YGL067W	0.54152	0	8	105	93
YBL024W	YML014W	0.54141	0	10	184	112
YBR111W-A	YHR022C-A	0.54129	0	10	409	71
YKR010C	YDL139C	0.54114	0	12	149	146
YMR077C	YJL105W	0.54095	0	5	161	97
YLR355C	YPL129W	0.54084	0	18	118	288
YOL005C	YDR471W	0.5408	0	43	383	171
YBR231C	YHR121W	0.54063	1	52	885	179
YBR231C	YHR121W	0.54063	0	52	885	179
YJL071W	YDR295C	0.54031	0	5	21	366
YLL026W	YJR137C	0.53993	0	15	449	141
YNL002C	YLR096W	0.53989	0	18	403	199
YIL148W	YPL101W	0.53985	0	36	178	419
YNR019W	YBR267W	0.53973	0	20	141	430
YBL067C	YLR246W	0.53968	0	14	235	79
YIL017C	YOR185C	0.53968	0	4	170	109
YBR279W	YDR385W	0.53909	0	17	152	191
YPR133C	YIR017C	0.53898	0	36	425	156
YIL107C	YKL208W	0.53886	0	17	173	286
YNL210W	YOL142W	0.53883	0	0	32	18
YDL063C	YOL040C	0.53861	0	18	67	181
YGR180C	YJR041C	0.53841	0	17	194	156
YNL330C	YMR126C	0.53834	0	52	1022	115
YBR083W	YOL108C	0.53803	0	29	128	742
YMR268C	YBR038W	0.53784	0	40	566	184
YLR002C	YBR061C	0.53783	0	6	245	52
YNL066W	YDR496C	0.5378	0	15	122	321
YBR129C	YHR119W	0.53767	0	24	95	449
YPR140W	YDR298C	0.53761	0	11	86	150
YIL035C	YAL001C	0.53759	0	24	364	162
YHR039C-A	YIL133C	0.53737	0	10	37	345
YPL237W	YGL202W	0.53724	0	12	131	140
YEL026W	YDR295C	0.53722	0	21	166	366
YJR150C	YML026C	0.53707	0	4	73	182
YDR361C	YGR054W	0.53695	0	8	147	115
YMR099C	YBR102C	0.53689	0	15	83	312
YPL149W	YGL255W	0.53666	0	8	158	181
YOR026W	YDL079C	0.53666	0	18	696	90
YMR039C	YJR055W	0.53655	0	9	431	64
YOR167C	YOL064C	0.53653	0	26	119	384
YGR174C	YBR152W	0.53624	0	20	275	156
YDR362C	YOR104W	0.53605	0	13	195	94
YOL025W	YML068W	0.53595	0	5	65	80
YDR146C	YMR220W	0.53591	0	20	419	150
YMR279C	YGR277C	0.53589	0	7	57	250
YCR059C	YPL183C	0.53571	0	12	89	180
YDR462W	YNR017W	0.53568	0	16	79	347
YOR072W-B	YJL062W	0.53564	0	16	111	381
YHR062C	YDR071C	0.53562	0	18	197	289
YPR047W	YBR217W	0.53561	0	5	88	212
YJL210W	YGR044C	0.53547	0	5	125	156
YBL087C	YBR283C	0.53541	0	22	213	280
YLL023C	YGL186C	0.53538	0	9	253	60
YKL106C-A	YLL035W	0.5352	0	4	47	204
YIL153W	YPL049C	0.53479	0	30	272	201
YDR515W	YPR020W	0.53443	1	16	553	122
YFL007W	YBR082C	0.53442	0	43	303	412
YHR048W	YNL031C	0.53438	0	16	81	670
YPL122C	YDR395W	0.53406	0	13	161	167
YHR190W	YJR015W	0.53394	0	4	338	46
YNL048W	YDL126C	0.53387	0	46	115	861
YNL153C	YER143W	0.53367	0	27	822	102
YIL103W	YBL002W	0.53364	0	8	72	255
YNL070W	YPR030W	0.5332	0	13	170	158
YER035W	YDL039C	0.53313	0	11	61	113
YNL233W	YIL140W	0.53311	0	21	148	139
YBR272C	YNL222W	0.53306	0	10	106	231
YEL003W	YDR259C	0.53304	0	22	586	86
YCR010C	YLR117C	0.53302	0	4	71	279
YGR178C	YGL187C	0.53301	0	14	243	224
YIL008W	YER134C	0.53288	0	13	309	106
YMR133W	YKL117W	0.53259	0	4	58	375
YDR186C	YOR153W	0.5325	0	12	236	122
YIL126W	YNL178W	0.53238	0	19	183	284
YLR407W	YDL157C	0.53236	0	8	94	186
YOR005C	YHR087W	0.53234	0	6	245	113
YOL006C	YHR168W	0.53221	0	13	623	71
YOR179C	YDR328C	0.53221	0	8	178	145
YDR534C	YNL032W	0.53217	0	11	61	440
YFL013C	YIL137C	0.53198	0	39	490	249
YGL003C	YLL033W	0.53193	0	22	340	127
YOR009W	YPR140W	0.53186	0	4	80	86
YCL001W-B	YPL022W	0.53168	0	11	104	479
YPR036W-A	YDR138W	0.53136	0	7	74	141
YML068W	YDR145W	0.53133	0	17	80	738
YDR301W	YPL038W-A	0.5313	0	5	103	30
YKR029C	YLR324W	0.5313	0	17	408	107
YFR051C	YLR442C	0.53121	0	17	493	100
YLR166C	YPR112C	0.53109	0	24	205	284
YDL175C	YML130C	0.531	0	18	147	349
YDR129C	YDR523C	0.53099	0	14	286	103
YEL007W	YLR429W	0.53087	0	12	144	176
YGL093W	YFR013W	0.53059	1	24	417	123
YOR341W	YDR534C	0.53055	0	6	454	61
YPR078C	YMR274C	0.53024	0	12	119	173
YJL050W	YDL052C	0.52998	0	18	260	105
YNL080C	YBR273C	0.52974	0	14	732	57
YER100W	YDR485C	0.52964	0	30	162	549
YKL004W	YPR095C	0.52947	0	11	193	140
YNL127W	YKR061W	0.5294	0	15	254	104
YNR029C	YNR017W	0.52916	0	8	55	347
YER125W	YOR264W	0.52916	0	23	1207	83
YFL052W	YNL132W	0.52909	0	10	136	181
YNL213C	YNR018W	0.52908	0	10	154	134
YLR182W	YOR054C	0.52895	0	46	683	188
YBR033W	YGL150C	0.52895	0	19	113	268
YLR293C	YGR184C	0.52872	0	22	332	226
YKL161C	YDR181C	0.52844	0	5	100	162
YCL024W	YOR296W	0.52838	0	6	140	87
YKL050C	YPL149W	0.52799	0	5	107	158
YHR140W	YIL027C	0.52791	0	13	88	186
YGL244W	YPL116W	0.52781	0	29	711	91
YKL211C	YIL160C	0.52773	0	12	89	270
YDR288W	YOR109W	0.52761	0	48	414	312
YKR014C	YLR347C	0.52759	0	27	113	607
YPL057C	YPR008W	0.52744	0	23	861	71
YGR170W	YNL020C	0.52722	0	16	182	156
YKR009C	YMR239C	0.52717	0	6	61	337
YDL114W	YGL124C	0.52698	0	8	42	425
YNL031C	YML093W	0.52692	0	31	670	101
YCL057C-A	YCR090C	0.5267	0	19	119	253
YKL058W	YGL201C	0.52646	0	13	37	188
YCL029C	YML109W	0.52601	0	21	235	105
YKL057C	YOR077W	0.52596	0	11	328	68
YDR146C	YOR028C	0.52594	0	24	419	132
YFR032C-A	YML085C	0.52565	0	10	177	137
YIL016W	YMR180C	0.52553	0	7	198	75
YMR242W-A	YMR269W	0.52549	0	7	26	300
YAR018C	YDR084C	0.52546	0	7	297	55
YKL061W	YPL262W	0.52541	0	9	78	423
YJR041C	YKR054C	0.52529	0	26	156	344
YDR155C	YMR115W	0.52521	0	15	157	194
YLR352W	YPL086C	0.52485	0	14	82	503
YBR050C	YKR001C	0.52475	0	10	41	498
YOR242C	YDR264C	0.52445	0	11	168	187
YOR360C	YCL002C	0.52423	0	29	624	92
YFL008W	YDL112W	0.52407	0	21	431	98
YOR340C	YER007C-A	0.52388	0	6	140	50
YJL201W	YJL091C	0.52375	0	16	91	454
YIL113W	YKR036C	0.52351	0	7	68	120
YMR193W	YML095C	0.52343	0	5	187	155
YLR139C	YGR280C	0.52335	0	8	59	38
YLR083C	YML126C	0.52307	0	11	81	265
YDR190C	YGL047W	0.523	0	19	590	95
YPL032C	YOR262W	0.52296	0	18	159	290
YDR004W	YLR442C	0.52279	0	24	252	100
YIL078W	YPL006W	0.52273	0	29	279	205
YOR012W	YKR019C	0.52268	0	5	79	320
YDL105W	YJL190C	0.52252	0	31	798	105
YKL180W	YJR070C	0.52229	0	19	166	241
YGL147C	YGR178C	0.52221	0	39	210	243
YGL093W	YPR155C	0.52204	1	26	417	77
YOR347C	YGL027C	0.52202	0	4	83	200
YDR301W	YDR158W	0.52196	0	16	103	337
YMR121C	YNL230C	0.52189	0	8	80	89
YNR074C	YJL136C	0.52175	0	13	60	360
YGL202W	YIL150C	0.52159	0	20	140	358
YNR018W	YOR186W	0.52155	0	2	134	109
YMR126C	YGR266W	0.52102	0	5	115	51
YKL105C	YDL083C	0.52084	0	17	133	270
YDR158W	YML091C	0.52074	0	6	337	42
YDL005C	YPR035W	0.52066	0	12	144	132
YJR148W	YDL042C	0.52059	0	19	151	361
YGR286C	YLR304C	0.52042	0	11	90	199
YOR201C	YOL127W	0.5202	0	7	155	94
YMR219W	YLR166C	0.52019	0	26	210	205
YKL042W	YAL059W	0.51998	0	18	315	126
YLR430W	YGL063W	0.51983	0	16	439	71
YOR011W	YAR031W	0.51979	0	5	78	74
YKL161C	YIR019C	0.51963	0	8	100	113
YDR490C	YGR173W	0.51908	0	9	135	74
YPR103W	YCR042C	0.51875	0	7	705	43
YBR175W	YHR017W	0.51862	0	15	326	66
YNL144C	YKR018C	0.51827	0	4	29	135
YCR008W	YPL081W	0.5182	0	15	239	156
YPR052C	YLR061W	0.51796	0	31	171	385
YKL168C	YGL003C	0.51779	0	22	148	340
YJR070C	YHR011W	0.51771	0	15	241	117
YMR309C	YBR049C	0.51764	0	64	245	617
YDR045C	YGL197W	0.5176	0	17	285	148
YDR076W	YDL093W	0.51752	0	8	264	101
YLR329W	YDR378C	0.51749	0	30	74	858
YJR135W-A	YOL149W	0.51746	0	22	91	386
YNL301C	YJL089W	0.51728	0	4	117	135
YPL226W	YDL055C	0.51721	1	34	574	140
YAL030W	YDL100C	0.51677	0	20	74	452
YMR181C	YIR010W	0.51676	0	23	61	644
YGL225W	YBR037C	0.51669	0	12	126	156
YER091C	YML017W	0.51667	0	18	143	307
YGR180C	YLR442C	0.51635	0	16	194	100
YLL013C	YJL123C	0.51607	0	138	1927	371
YPR100W	YLR443W	0.51602	0	6	82	97
YLR113W	YPR154W	0.51593	0	16	638	117
YOL145C	YAL009W	0.51592	0	18	188	207
YCR091W	YOL044W	0.51571	0	8	145	200
YPR173C	YOL131W	0.51537	0	15	578	58
YML098W	YKL058W	0.51521	0	15	395	37
YNL265C	YNL110C	0.51519	0	9	60	223
YBR252W	YPR086W	0.5151	0	15	99	396
YDR207C	YJR137C	0.51504	0	33	779	141
YIL044C	YPL201C	0.51486	0	10	183	78
YOR193W	YOR080W	0.51444	0	20	70	666
YPR118W	YGL119W	0.5143	0	3	76	122
YKL061W	YOR157C	0.51429	0	10	78	272
YMR168C	YEL062W	0.51406	0	33	588	146
YIL103W	YJL045W	0.51394	0	6	72	257
YGL104C	YMR274C	0.5139	0	16	78	173
YMR091C	YAL003W	0.51389	0	8	126	63
YIL050W	YIL003W	0.5138	0	10	56	247
YHR191C	YOR381W	0.51368	0	15	647	94
YPL171C	YPR002W	0.51365	0	1	106	31
YMR256C	YNL239W	0.51351	0	2	310	47
YPR192W	YOR196C	0.51337	0	5	33	425
YHR171W	YGR092W	0.51315	0	36	115	903
YLL029W	YHR154W	0.5131	0	25	189	422
YFR055W	YGL051W	0.51289	0	2	81	79
YER176W	YOL111C	0.51263	0	17	77	328
YKL045W	YER060W-A	0.5126	0	6	233	104
YGL100W	YFL034W	0.51252	0	10	375	75
YER119C	YDL216C	0.51205	0	4	53	166
YOL052C	YNL213C	0.51191	0	20	303	154
YGL100W	YBR132C	0.51175	0	6	375	116
YLR367W	YGR178C	0.51166	0	24	135	243
YGR206W	YLR162W	0.51153	0	1	155	39
YER029C	YPR024W	0.51132	0	21	117	742
YGR171C	YPL151C	0.5113	0	11	57	222
YDL145C	YKR030W	0.51122	0	36	589	98
YCR102C	YOR267C	0.5112	0	7	179	168
YOR140W	YGR021W	0.51115	0	16	352	114
YKL208W	YPL154C	0.51113	0	11	286	179
YOR045W	YNL271C	0.51098	0	15	155	443
YNL329C	YMR216C	0.51089	0	14	81	401
YHR048W	YDR492W	0.51084	0	6	81	72
YKR036C	YGR072W	0.51074	0	12	120	252
YDL161W	YMR283C	0.51057	0	8	171	112
YOR002W	YLR348C	0.5103	0	14	338	113
YCL036W	YGR260W	0.5103	0	10	95	293
YGL167C	YDR130C	0.51024	0	47	825	190
YJR044C	YDR163W	0.51021	0	16	208	128
YNL219C	YLR355C	0.5102	0	22	281	118
YKR065C	YKL063C	0.51011	0	12	255	57
YGL020C	YPL166W	0.51007	0	21	770	82
YNL135C	YDR058C	0.51001	0	10	304	160
YIR010W	YBR261C	0.50973	0	25	644	109
YKL211C	YJR084W	0.50971	0	18	89	604
YGL058W	YJL002C	0.50961	0	27	385	203
YHR003C	YJL089W	0.50938	0	5	92	135
YBR106W	YDR348C	0.50933	0	7	210	116
YOL145C	YBL017C	0.50932	0	20	188	200
YBL066C	YPL148C	0.50923	0	7	107	222
YDR512C	YBR079C	0.50915	0	25	245	271
YJL033W	YNL141W	0.50894	0	25	173	377
YLR097C	YDR437W	0.50877	0	16	64	697
YOL108C	YBR298C	0.50863	0	15	742	82
YKL065C	YKL221W	0.5086	0	6	139	42
YBL107C	YGL241W	0.50851	0	4	40	106
YMR044W	YBL011W	0.50849	0	15	176	194
YMR194W	YKL182W	0.50848	0	17	222	83
YGL200C	YKL019W	0.50821	0	8	207	132
YKR062W	YGL057C	0.50815	0	21	195	165
YHR079C	YMR071C	0.50791	0	12	471	76
YNL246W	YOR210W	0.50786	0	25	107	440
YMR267W	YLR407W	0.50781	0	11	415	94
YIL091C	YJR073C	0.50778	0	30	124	602
YML060W	YGL194C	0.50764	0	15	85	391
YDR318W	YGR054W	0.50748	0	16	222	115
YDR364C	YLR403W	0.50737	0	6	162	53
YBR131W	YOR045W	0.50715	0	28	431	155
YBL057C	YLR133W	0.50673	0	5	71	116
YDL053C	YBR076W	0.50668	0	12	140	193
YEL069C	YER112W	0.50666	0	7	61	187
YDR298C	YJL205C	0.50657	0	11	150	112
YPL141C	YJR097W	0.50646	1	11	159	130
YLR451W	YGL045W	0.50631	0	14	68	466
YGR206W	YDR135C	0.50611	0	10	155	105
YNR019W	YJR006W	0.50606	0	20	141	469
YER048C	YOR198C	0.50603	0	86	283	1337
YEL041W	YKL087C	0.50583	0	8	84	199
YMR235C	YJL200C	0.50577	0	11	672	72
YDL161W	YJL164C	0.50572	0	16	171	424
YNL253W	YOR103C	0.50572	0	5	68	368
YAL058W	YDR382W	0.50566	0	23	199	372
YBR070C	YDR284C	0.50565	0	9	301	60
YBR009C	YIL091C	0.50556	0	27	695	124
YNL181W	YJR090C	0.50537	0	17	1033	97
YNL257C	YJL196C	0.50522	0	7	62	100
YLR452C	YKL092C	0.5052	0	12	412	70
YKL161C	YDL236W	0.50507	0	5	100	85
YDL171C	YMR239C	0.50504	0	17	164	337
YDR126W	YPL056C	0.5047	0	30	477	81
YER122C	YDR482C	0.5045	0	35	519	161
YJR150C	YBR253W	0.50449	0	7	73	199
YDR099W	YBR236C	0.50446	0	23	244	340
YMR300C	YJL098W	0.50445	0	19	130	190
YMR124W	YOR057W	0.50445	0	33	131	666
YEL030W	YFR014C	0.5044	0	9	100	288
YJL136C	YJL068C	0.50438	0	16	360	112
YDL235C	YNL113W	0.50408	0	13	93	314
YMR193W	YPL209C	0.50379	0	16	187	494
YKR031C	YBL071W-A	0.50347	0	8	101	143
YMR115W	YPL168W	0.50345	0	7	194	88
YBR218C	YKL054C	0.50344	0	12	216	258
YLR264C-A	YMR213W	0.50333	0	13	55	297
YHR201C	YPL226W	0.50323	0	26	195	574
YNL053W	YGR091W	0.50317	0	11	153	225
YGL047W	YJL138C	0.50301	0	16	95	337
YPL056C	YDL019C	0.50287	0	2	81	65
YER038C	YNL253W	0.5028	0	4	160	68
YML055W	YDR494W	0.50267	0	7	115	186
YLR002C	YBR180W	0.50262	0	4	245	45
YDR485C	YMR285C	0.50249	0	33	549	161
YPL228W	YDR279W	0.50237	0	31	502	131
YML072C	YJL078C	0.50228	0	15	339	119
YOR143C	YGR206W	0.50225	0	16	152	155
YBL022C	YMR080C	0.50218	0	22	86	779
YJR098C	YDR175C	0.5021	0	2	63	168
YKL155C	YPL120W	0.50206	0	14	88	482
YBR218C	YPL018W	0.50182	0	17	216	309
YCL011C	YDR508C	0.5018	0	16	179	221
YPL266W	YIL005W	0.50175	0	4	259	66
YGL103W	YDL069C	0.50166	0	9	277	116
YNL128W	YDR121W	0.50161	0	10	114	151
YDR153C	YLR072W	0.50155	0	6	181	90
YDR373W	YPL071C	0.50154	0	9	292	56
YLR263W	YFR008W	0.50122	0	6	64	188
YDR260C	YDR531W	0.50118	0	15	163	260
YDL174C	YIR038C	0.50083	0	9	74	101
YML104C	YMR144W	0.50061	0	7	109	101
YMR127C	YER087W	0.50031	0	10	149	77
YNL172W	YOR037W	0.50029	1	28	501	170
YBL015W	YMR299C	0.50018	0	9	143	286
YJL011C	YLR006C	0.50018	0	13	205	120
YDR077W	YBL098W	0.50012	0	6	103	94
